16.05 20:08:30> Started trip loader task
16.05 20:09:35> Started trip loader task
16.05 20:11:14> Started trip loader task
16.05 20:12:51> Started trip loader task
16.05 20:14:03> Started trip loader task
16.05 20:14:04> 1: [461849] ПИЗА | 7д | 2348 км | 5181р | R1398
16.05 20:19:26> 82: [455638] MALTA | 8д | 2821 км | 18857р | R105
16.05 20:19:26> 83: [450926] КРАКОВ | 3д | 1346 км | 19030р | R135
16.05 20:19:26> 84: [455044] CATANIA | 4д | 2641 км | 19531р | R22
16.05 20:19:26> 85: [471976] АСТАНА | 1д | 2280 км | 19925р | R84
16.05 20:19:26> 86: [448763] МАРСЕЛЬ | 7д | 2673 км | 19930р | R152
16.05 20:19:26> 87: [459653] ПАЛЬМА | 7д | 3123 км | 19969р | R334
16.05 20:19:26> 88: [459454] АНТВЕРПЕН | 13д | 2232 км | 20105р | R439
16.05 20:19:26> 89: [448308] МАЛАГА | 4д | 3779 км | 20213р | R19
16.05 20:19:26> 90: [454916] NEWCASTLE | 3д | 2452 км | 20394р | R265
16.05 20:19:26> 91: [459419] МАНЧЕСТЕР | 16д | 2543 км | 20520р | R42
16.05 20:19:26> 92: [475038] ТУЛУЗА | 3д | 2890 км | 20707р | R325
16.05 20:19:26> 93: [454817] EINDHOVEN | 7д | 2154 км | 20928р | R259
16.05 20:19:26> 94: [449575] СПЛИТ | 21д | 2035 км | 21299р | R267
16.05 20:19:26> 95: [455188] SHANNON | 21д | 2987 км | 21531р | R641
16.05 20:19:26> 96: [455161] CASABLANCA | 10д | 4235 км | 21662р | R395
16.05 20:19:26> 97: [468119] ДУБРОВНИК | 5д | 2020 км | 21712р | R32
16.05 20:19:26> 98: [454614] BELFAST | 7д | 2723 км | 22249р | R253
16.05 20:19:26> 99: [454905] TRONDHEIM | 3д | 1735 км | 22759р | R112
16.05 20:19:26> 100: [454607] LEEDS | 2д | 2482 км | 22841р | R15
16.05 20:19:26> 101: [455704] BERGEN | 10д | 1946 км | 22852р | R47
16.05 20:19:26> 102: [454843] TUNIS | 344д | 2939 км | 23323р | R72
16.05 20:19:26> 103: [459605] ИРКУТСК | 16д | 4208 км | 23547р | R279
16.05 20:19:26> 104: [455732] ABU DHABI | 3д | 3738 км | 23615р | R391
16.05 20:19:26> 105: [454432] КАИР | 103д | 2893 км | 23773р | R20
16.05 20:19:26> 106: [451308] НЬЮ-ДЕЛИ | 30д | 4343 км | 24049р | R241
16.05 20:19:26> 107: [459399] ГЛАЗГО | 8д | 2576 км | 24241р | R268
16.05 20:19:26> 108: [461702] БОРДО | 7д | 2925 км | 24269р | R301
16.05 20:19:26> 109: [455166] STAVANGER | 10д | 1926 км | 24721р | R71
16.05 20:19:26> 110: [459121] BANGKOK | 9д | 7068 км | 25054р | R277
16.05 20:19:26> 111: [448657] ПАФОС | 33д | 2373 км | 25077р | R221
16.05 20:19:26> 112: [465594] ПОРТУ | 8д | 3689 км | 25442р | R29
16.05 20:19:26> 113: [459575] МИКОНОС | 6д | 2235 км | 25451р | R222
16.05 20:19:26> 114: [454821] MUSCAT | 1д | 3957 км | 26140р | R141
16.05 20:19:26> 115: [448742] ХУРГАДА | 20д | 3192 км | 26200р | R50
16.05 20:19:26> 116: [447680] ПАЛЕРМО | 3д | 2670 км | 26339р | R82
16.05 20:19:26> 117: [464921] ПУЛА | 11д | 2054 км | 26495р | R87
16.05 20:19:26> 118: [448526] МУМБАИ | 38д | 5027 км | 26687р | R506
16.05 20:19:26> 119: [454913] BAHRAIN | 37д | 3443 км | 26694р | R187
16.05 20:19:26> 120: [451785] ПЕКИН | 14д | 5795 км | 26755р | R24
16.05 20:19:26> 121: [450208] ЗАДАР | 18д | 2039 км | 26809р | R3
16.05 20:19:26> 122: [454459] КОЛОМБО | 3д | 6575 км | 26960р | R72
16.05 20:19:26> 123: [451409] ГУАНЧЖОУ | 7д | 6993 км | 26967р | R100
16.05 20:19:26> 124: [466764] КАЛЬЯРИ | 7д | 2788 км | 27331р | R102
16.05 20:19:26> 125: [466445] СЕВИЛЬЯ | 7д | 3820 км | 27453р | R123
16.05 20:19:26> 126: [454824] LIVERPOOL | 60д | 2587 км | 27700р | R279
16.05 20:19:26> 127: [455254] TENERIFE | 8д | 5233 км | 27830р | R1
16.05 20:19:26> 128: [459550] МОНПЕЛЬЕ | 13д | 2740 км | 28003р | R204
16.05 20:19:26> 129: [459375] ПХУКЕТ | 8д | 7462 км | 28138р | R163
16.05 20:19:26> 130: [450475] МАРРАКЕШ | 14д | 4427 км | 28306р | R28
16.05 20:19:26> 131: [466774] ГРАНАДА | 13д | 3692 км | 28896р | R147
16.05 20:19:26> 132: [465679] НЬЮ-ЙОРК | 16д | 7512 км | 28933р | R54
16.05 20:19:26> 133: [459422] АВИНЬОН | 4д | 2659 км | 29477р | R1099
16.05 20:19:26> 134: [455476] FARO | 14д | 3968 км | 29576р | R112
16.05 20:19:26> 135: [466776] САН-СЕБАСТЬЯН | 12д | 3119 км | 29857р | R196
16.05 20:19:26> 136: [466937] ФУНШАЛ | 7д | 4867 км | 29918р | R193
16.05 20:19:26> 137: [448843] РЕЙКЬЯВИК | 30д | 3306 км | 30020р | R28
16.05 20:19:26> 138: [454479] АММАН | 12д | 2676 км | 30071р | R338
16.05 20:19:26> 139: [455777] GRAN CANARIA | 14д | 5188 км | 30116р | R75
16.05 20:19:26> 140: [459543] БРЕСТ | 7д | 2934 км | 30456р | R83
16.05 20:19:26> 141: [447489] ХОШИМИН | 7д | 7713 км | 30524р | R22
16.05 20:19:26> 142: [466269] БАНГАЛОР | 36д | 5846 км | 31094р | R225
16.05 20:19:26> 143: [464466] АТЛАНТА | 10д | 8654 км | 31237р | R245
16.05 20:19:26> 144: [447519] ЛОС-АНДЖЕЛЕС | 17д | 9772 км | 31316р | R104
16.05 20:19:26> 145: [465973] КУАЛА-ЛУМПУР | 15д | 8129 км | 31498р | R36
16.05 20:19:26> 146: [455628] PORTLAND | 116д | 7070 км | 32446р | R182
16.05 20:19:26> 147: [458956] SHANGHAI | 15д | 6819 км | 32918р | R11
16.05 20:19:26> 148: [466102] АЛЬГЕРО | 15д | 2714 км | 33068р | R59
16.05 20:19:26> 149: [454409] ВАШИНГТОН | 14д | 7824 км | 33070р | R191
16.05 20:19:26> 150: [450764] СЕУЛ | 16д | 6607 км | 33408р | R134
16.05 20:19:26> 151: [465864] ЧЭНДУ | 14д | 5789 км | 33530р | R38
16.05 20:19:26> 152: [448897] ЧИКАГО | 10д | 8001 км | 33681р | R15
16.05 20:19:26> 153: [458008] КОЧИ | 18д | 6086 км | 33872р | R217
16.05 20:19:26> 154: [465809] ТОКИО | 8д | 7480 км | 34133р | R137
16.05 20:19:26> 155: [466044] ГОНКОНГ | 15д | 7151 км | 34612р | R5
16.05 20:19:26> 156: [448784] МОНРЕАЛЬ | 7д | 7055 км | 34660р | R296
16.05 20:19:26> 157: [448099] МАНИЛА | 14д | 8259 км | 35165р | R34
16.05 20:19:26> 158: [466344] ДЖАКАРТА | 16д | 9314 км | 35199р | R42
16.05 20:19:26> 159: [448627] КАРЛОВЫ ВАРЫ | 14д | 1755 км | 35363р | R211
16.05 20:19:26> 160: [447654] РИМИНИ | 9д | 2196 км | 35388р | R16
16.05 20:19:26> 161: [459486] ДАЛЯНЬ | 7д | 6175 км | 35549р | R16
16.05 20:19:26> 162: [465744] ХАНОЙ | 9д | 6717 км | 35677р | R28
16.05 20:19:26> 163: [466671] ЦИНДАО | 13д | 6328 км | 36038р | R109
16.05 20:19:26> 164: [457416] СИНГАПУР | 14д | 8431 км | 36917р | R65
16.05 20:19:26> 165: [453363] ПНОМ ПЕНЬ | 8д | 7534 км | 37398р | R204
16.05 20:19:26> 166: [448882] ЙОХАННЕСБУРГ | 3д | 9161 км | 37535р | R190
16.05 20:19:26> 167: [466824] ЧЕННАЙ | 28д | 5991 км | 37796р | R19
16.05 20:19:26> 168: [465889] СИАНЬ | 11д | 5768 км | 38035р | R81
16.05 20:19:26> 169: [466982] КАТМАНДУ | 12д | 4894 км | 38054р | R39
16.05 20:19:26> 170: [454753] HAVANA | 7д | 9603 км | 38256р | R2
16.05 20:19:26> 171: [459124] CINCINNATI | 49д | 8143 км | 39941р | R218
16.05 20:19:26> 172: [466083] ОРЛАНДО | 57д | 9017 км | 40083р | R6
16.05 20:19:26> 173: [454605] JEDDAH | 13д | 3793 км | 40391р | R20
16.05 20:19:26> 174: [451699] ЧАНГ МАЙ | 14д | 6514 км | 40583р | R96
16.05 20:19:26> 175: [466745] ТОРОНТО | 11д | 7486 км | 40772р | R13
16.05 20:19:26> 176: [459309] ФОРТ-ЛОДЕРДЕЙЛ | 21д | 9188 км | 40989р | R73
16.05 20:19:26> 177: [455942] БАЛИ (ДЕНПАСАР) | 17д | 10047 км | 41379р | R88
16.05 20:19:26> 178: [465886] СИЕМРЕАП | 9д | 7300 км | 42303р | R90
16.05 20:19:26> 179: [448330] НЯЧАНГ | 14д | 7738 км | 42354р | R39
16.05 20:19:26> 180: [459272] БОСТОН | 8д | 7221 км | 42912р | R77
16.05 20:19:26> 181: [466482] ХЬЮСТОН | 31д | 9518 км | 43005р | R79
16.05 20:19:26> 182: [448775] ЛАС-ВЕГАС | 14д | 9481 км | 43644р | R70
16.05 20:19:26> 183: [466475] ПАТТАЙЯ | 11д | 7196 км | 43669р | R348
16.05 20:19:26> 184: [466603] САН-ФРАНЦИСКО | 16д | 9447 км | 43787р | R26
16.05 20:19:26> 185: [448109] ТАЙБЭЙ | 7д | 7357 км | 44019р | R149
16.05 20:19:26> 186: [458121] КАНКУН | 17д | 10014 км | 46363р | R34
16.05 20:19:26> 187: [466818] БАНДУНГ | 13д | 9423 км | 46839р | R46
16.05 20:19:26> 188: [459126] SALT LAKE CITY | 21д | 8905 км | 47432р | R16
16.05 20:19:26> 189: [454608] PHILIPSBURG | 8д | 9009 км | 47750р | R234
16.05 20:19:26> 190: [458915] CAPE TOWN | 14д | 10142 км | 48035р | R174
16.05 20:19:26> 191: [466771] САН-ДИЕГО | 15д | 9892 км | 48127р | R36
16.05 20:19:26> 192: [454723] DAKAR | 14д | 6512 км | 48999р | R150
16.05 20:19:26> 193: [458951] SAN JUAN | 14д | 9146 км | 49131р | R297
16.05 20:19:26> 194: [454584] CEBU | 34д | 8837 км | 49815р | R66
16.05 20:19:26> 195: [459208] SEATTLE | 41д | 8373 км | 50264р | R32
16.05 20:19:26> 196: [455006] PUNTA CANA | 14д | 9267 км | 51224р | R121
16.05 20:19:26> 197: [448076] МЕХИКО | 14д | 10723 км | 52009р | R84
16.05 20:19:26> 198: [459378] САНТО-ДОМИНГО | 15д | 9366 км | 52568р | R75
16.05 20:19:26> 199: [455178] PANAMA CITY | 21д | 10804 км | 56277р | R34
16.05 20:19:26> 200: [448884] ГОНОЛУЛУ | 16д | 11325 км | 56347р | R252
16.05 20:19:26> 201: [459491] ПЕРТ | 40д | 12222 км | 57248р | R67
16.05 20:19:26> 202: [447766] ЛИМА | 17д | 12649 км | 59373р | R117
16.05 20:19:26> 203: [465950] СИДНЕЙ | 30д | 14500 км | 59555р | R159
16.05 20:19:26> 204: [466029] МЕЛЬБУРН | 14д | 14431 км | 61433р | R145
16.05 20:19:26> 205: [455466] NASSAU | 10д | 9147 км | 61863р | R38
16.05 20:19:26> 206: [455190] CHRISTCHURCH | 13д | 16573 км | 63425р | R137
16.05 20:19:26> 207: [459618] СИАНУКВИЛЬ | 21д | 7536 км | 65996р | R1
16.05 20:19:26> 208: [459089] CALGARY | 10д | 7847 км | 66730р | R45
16.05 20:19:26> 209: [458918] EDMONTON | 16д | 7580 км | 67695р | R307
16.05 20:19:26> 210: [446809] РИО-ДЕ-ЖАНЕЙРО | 15д | 11542 км | 67909р | R133
16.05 20:19:26> 211: [448851] ОКЛЕНД | 38д | 16203 км | 69234р | R102
16.05 20:19:26> 212: [459506] САН-ХОСЕ | 14д | 10961 км | 70442р | R70
16.05 20:19:26> 213: [454599] CANBERRA | 14д | 14491 км | 70929р | R220
16.05 20:19:26> 214: [465760] САН-ПАУЛУ | 15д | 11818 км | 70951р | R31
16.05 20:19:26> 215: [466815] КИТО | 14д | 11619 км | 76439р | R113
16.05 20:19:26> 216: [450882] БУЭНОС-АЙРЕС | 21д | 13479 км | 76788р | R131
16.05 20:19:26> 217: [459566] КВИНСТАУН | 16д | 16441 км | 80098р | R235
16.05 20:19:26> 218: [451152] САНТЬЯГО | 15д | 14125 км | 91931р | R33
16.05 20:19:26> 219: [459492] АГРА | 7д | 4519 км | 183177р | R293
16.05 20:53:21> Started trip loader task
16.05 20:53:21> Admin Command Error: manage.py load_trips --test
Traceback (most recent call last):
  File "manage.py", line 26, in <module>
    execute_from_command_line(sys.argv)
  File "/Users/lapshov/Documents/dve/lib/python3.4/site-packages/django/core/management/__init__.py", line 367, in execute_from_command_line
    utility.execute()
  File "/Users/lapshov/Documents/dve/lib/python3.4/site-packages/django/core/management/__init__.py", line 359, in execute
    self.fetch_command(subcommand).run_from_argv(self.argv)
  File "/Users/lapshov/Documents/dve/lib/python3.4/site-packages/django/core/management/base.py", line 294, in run_from_argv
    self.execute(*args, **cmd_options)
  File "/Users/lapshov/Documents/dve/lib/python3.4/site-packages/django/core/management/base.py", line 345, in execute
    output = self.handle(*args, **options)
  File "/Users/lapshov/Documents/dve/enot/enot_app/management/commands/load_trips.py", line 63, in handle
    dlist = Bid.get_best_for_each_dest()
  File "/Users/lapshov/Documents/dve/enot/enot_app/models.py", line 216, in get_best_for_each_dest
    } for k, v in dests.items()
  File "/Users/lapshov/Documents/dve/enot/enot_app/models.py", line 216, in <listcomp>
    } for k, v in dests.items()
AttributeError: 'Bid' object has no attribute 'country'
16.05 20:55:00> Started trip loader task
16.05 20:55:00> Admin Command Error: manage.py load_trips --test
Traceback (most recent call last):
  File "manage.py", line 26, in <module>
    execute_from_command_line(sys.argv)
  File "/Users/lapshov/Documents/dve/lib/python3.4/site-packages/django/core/management/__init__.py", line 367, in execute_from_command_line
    utility.execute()
  File "/Users/lapshov/Documents/dve/lib/python3.4/site-packages/django/core/management/__init__.py", line 359, in execute
    self.fetch_command(subcommand).run_from_argv(self.argv)
  File "/Users/lapshov/Documents/dve/lib/python3.4/site-packages/django/core/management/base.py", line 294, in run_from_argv
    self.execute(*args, **cmd_options)
  File "/Users/lapshov/Documents/dve/lib/python3.4/site-packages/django/core/management/base.py", line 345, in execute
    output = self.handle(*args, **options)
  File "/Users/lapshov/Documents/dve/enot/enot_app/management/commands/load_trips.py", line 63, in handle
    dlist = Bid.get_best_for_each_dest()
  File "/Users/lapshov/Documents/dve/enot/enot_app/models.py", line 216, in get_best_for_each_dest
    } for k, v in dests.items()
  File "/Users/lapshov/Documents/dve/enot/enot_app/models.py", line 216, in <listcomp>
    } for k, v in dests.items()
AttributeError: 'GPlace' object has no attribute 'country'
16.05 20:55:14> Started trip loader task
16.05 20:55:15> 1: [461849] ПИЗА | 7д | 2348 км | 5181р | R1398
16.05 20:55:15> 2: [460556] РИМИНИ | 7д | 2196 км | 9254р | R1310
16.05 20:55:15> 3: [455192] TENERIFE | 7д | 5233 км | 12768р | R1118
16.05 20:55:15> 4: [459422] АВИНЬОН | 4д | 2659 км | 29477р | R1099
16.05 20:55:15> 5: [474084] ПАТТАЙЯ | 8д | 7196 км | 19806р | R1070
16.05 20:55:15> 6: [472127] ПАФОС | 7д | 2373 км | 18032р | R903
16.05 20:55:15> 7: [459496] СТРАСБУРГ | 7д | 2167 км | 9685р | R889
16.05 20:55:15> 8: [454469] ТУЛУЗА | 6д | 2890 км | 12448р | R861
16.05 20:55:15> 9: [448834] РЕЙКЬЯВИК | 3д | 3306 км | 17748р | R846
16.05 20:55:15> 10: [447665] ПАЛЕРМО | 5д | 2670 км | 14096р | R836
16.05 20:55:15> 11: [447140] МАРРАКЕШ | 8д | 4427 км | 15222р | R829
16.05 20:55:15> 12: [446962] ФЛОРЕНЦИЯ | 3д | 2293 км | 9132р | R826
16.05 20:55:15> 13: [455080] CASABLANCA | 7д | 4235 км | 13302р | R804
16.05 20:55:15> 14: [469888] НИЦЦА | 3д | 2537 км | 9934р | R795
16.05 20:55:15> 15: [448802] ВАРНА | 7д | 1558 км | 8908р | R777
16.05 20:55:15> 16: [450209] ПУЛА | 3д | 2054 км | 13118р | R765
16.05 20:55:15> 17: [455716] ABU DHABI | 8д | 3738 км | 18475р | R746
16.05 20:55:15> 18: [455185] MULHOUSE | 3д | 2244 км | 12133р | R737
16.05 20:55:15> 19: [465847] ЭДИНБУРГ | 8д | 2510 км | 12393р | R733
16.05 20:55:15> 20: [459859] МИЛАН | 7д | 2286 км | 7189р | R715
16.05 20:55:15> 21: [455479] FARO | 14д | 3968 км | 19163р | R715
16.05 20:55:15> 22: [459628] ПАЛЬМА | 15д | 3123 км | 13900р | R712
16.05 20:55:15> 23: [448956] ТИВАТ | 17д | 2011 км | 7901р | R708
16.05 20:55:15> 24: [448749] БОРДО | 14д | 2925 км | 16083р | R705
16.05 20:55:15> 25: [455536] HERAKLION | 11д | 2460 км | 13952р | R701
16.05 20:55:15> 26: [454911] BAHRAIN | 14д | 3443 км | 19834р | R698
16.05 20:55:15> 27: [448467] ФУНШАЛ | 8д | 4867 км | 20693р | R695
16.05 20:55:15> 28: [470136] ПОРТУ | 8д | 3689 км | 15364р | R685
16.05 20:55:15> 29: [454823] LIVERPOOL | 5д | 2587 км | 20926р | R670
16.05 20:55:15> 30: [459022] GENEVA | 5д | 2419 км | 11000р | R663
16.05 20:55:15> 31: [459453] АНТВЕРПЕН | 20д | 2232 км | 14390р | R659
16.05 20:55:15> 32: [466139] ПНОМ ПЕНЬ | 14д | 7534 км | 24855р | R657
16.05 20:55:15> 33: [448536] АФИНЫ | 5д | 2229 км | 10036р | R656
16.05 20:55:15> 34: [454814] EINDHOVEN | 5д | 2154 км | 14814р | R656
16.05 20:55:15> 35: [454887] TUNIS | 9д | 2939 км | 17947р | R651
16.05 20:55:15> 36: [472765] БАРСЕЛОНА | 10д | 3010 км | 10173р | R645
16.05 20:55:15> 37: [448441] ГЕЛЕНДЖИК | 12д | 1244 км | 8427р | R643
16.05 20:55:15> 38: [455188] SHANNON | 21д | 2987 км | 21531р | R641
16.05 20:55:15> 39: [448152] ТУРИН | 4д | 2404 км | 12652р | R640
16.05 20:55:15> 40: [463069] ХАНОЙ | 12д | 6717 км | 25261р | R636
16.05 20:55:15> 41: [466945] АСТАНА | 21д | 2280 км | 15943р | R618
16.05 20:55:15> 42: [447044] ЛИССАБОН | 4д | 3908 км | 12020р | R608
16.05 20:55:15> 43: [448186] СЕВИЛЬЯ | 9д | 3820 км | 18103р | R608
16.05 20:55:15> 44: [446736] РИМ | 9д | 2377 км | 9137р | R606
16.05 20:55:15> 45: [447731] БРЮССЕЛЬ | 3д | 2253 км | 10195р | R605
16.05 20:55:15> 46: [447615] НЕАПОЛЬ | 7д | 2374 км | 12988р | R601
16.05 20:55:15> 47: [455741] BIRMINGHAM | 14д | 2565 км | 13681р | R597
16.05 20:55:15> 48: [461316] ЛИОН | 5д | 2528 км | 12641р | R593
16.05 20:55:15> 49: [454413] КАИР | 15д | 2893 км | 17935р | R592
16.05 20:55:15> 50: [472118] КАРЛОВЫ ВАРЫ | 21д | 1755 км | 23817р | R591
16.05 20:55:15> 51: [466248] МЕХИКО | 20д | 10723 км | 34752р | R590
16.05 20:55:15> 52: [448753] МАРСЕЛЬ | 3д | 2673 км | 13605р | R588
16.05 20:55:15> 53: [451131] САНТЬЯГО | 14д | 14125 км | 51580р | R588
16.05 20:55:15> 54: [454819] MUSCAT | 3д | 3957 км | 20775р | R587
16.05 20:55:15> 55: [455162] STAVANGER | 5д | 1926 км | 14270р | R582
16.05 20:55:15> 56: [472323] ДРЕЗДЕН | 13д | 1651 км | 10810р | R575
16.05 20:55:15> 57: [455020] CATANIA | 7д | 2641 км | 13117р | R568
16.05 20:55:15> 58: [471673] АНТАЛЬЯ | 11д | 2159 км | 11106р | R563
16.05 20:55:15> 59: [454472] АММАН | 13д | 2676 км | 23836р | R559
16.05 20:55:15> 60: [474429] АЛМАТЫ | 6д | 3105 км | 10306р | R555
16.05 20:55:15> 61: [467872] БУДАПЕШТ | 5д | 1569 км | 7326р | R551
16.05 20:55:15> 62: [447531] ПЕКИН | 7д | 5795 км | 18487р | R550
16.05 20:55:15> 63: [466210] БОЛОНЬЯ | 4д | 2232 км | 12487р | R550
16.05 20:55:15> 64: [453181] ВЕРОНА | 10д | 2182 км | 10966р | R547
16.05 20:55:15> 65: [447923] ГОНКОНГ | 10д | 7151 км | 25035р | R543
16.05 20:55:15> 66: [450706] СЕУЛ | 7д | 6607 км | 22496р | R542
16.05 20:55:15> 67: [451280] НЬЮ-ДЕЛИ | 15д | 4343 км | 17602р | R538
16.05 20:55:15> 68: [454721] DAKAR | 14д | 6512 км | 35369р | R530
16.05 20:55:15> 69: [454726] HAVANA | 14д | 9603 км | 31808р | R528
16.05 20:55:15> 70: [449548] СПЛИТ | 38д | 2035 км | 16844р | R526
16.05 20:55:15> 71: [448777] МОНРЕАЛЬ | 11д | 7055 км | 28340р | R524
16.05 20:55:15> 72: [459096] BANGKOK | 19д | 7068 км | 21594р | R523
16.05 20:55:15> 73: [471859] ДЮССЕЛЬДОРФ | 7д | 2083 км | 7577р | R518
16.05 20:55:15> 74: [472014] МУМБАИ | 16д | 5027 км | 26532р | R512
16.05 20:55:15> 75: [450527] МАДРИД | 5д | 3441 км | 12060р | R511
16.05 20:55:15> 76: [448528] ДУБЛИН | 15д | 2790 км | 14264р | R506
16.05 20:55:15> 77: [459423] БАКУ | 132д | 1925 км | 7552р | R505
16.05 20:55:15> 78: [455521] GOTHENBORG | 4д | 1569 км | 10463р | R504
16.05 20:55:15> 79: [455391] LJUBLJANA | 24д | 1922 км | 12649р | R499
16.05 20:55:15> 80: [447074] ДУБРОВНИК | 7д | 2020 км | 15045р | R498
16.05 20:55:15> 81: [447779] ТОКИО | 7д | 7480 км | 27984р | R497
16.05 20:55:15> 82: [454438] КОЛОМБО | 14д | 6575 км | 24497р | R494
16.05 20:55:15> 83: [460041] АМСТЕРДАМ | 3д | 2148 км | 10260р | R491
16.05 20:55:15> 84: [451218] БАТУМИ | 7д | 1599 км | 13870р | R490
16.05 20:55:15> 85: [459406] МАНЧЕСТЕР | 12д | 2543 км | 13486р | R479
16.05 20:55:15> 86: [459569] МИКОНОС | 11д | 2235 км | 19877р | R479
16.05 20:55:15> 87: [451549] ХОШИМИН | 17д | 7713 км | 23978р | R476
16.05 20:55:15> 88: [455630] MALTA | 8д | 2821 км | 14752р | R467
16.05 20:55:15> 89: [448311] НЯЧАНГ | 11д | 7738 км | 31103р | R461
16.05 20:55:15> 90: [447177] ВЕНЕЦИЯ | 3д | 2103 км | 11013р | R461
16.05 20:55:15> 91: [455882] БАЛИ (ДЕНПАСАР) | 21д | 10047 км | 30187р | R452
16.05 20:55:15> 92: [448574] АНАПА | 8д | 1207 км | 7765р | R448
16.05 20:55:15> 93: [447407] ГУАНЧЖОУ | 7д | 6993 км | 22733р | R445
16.05 20:55:15> 94: [455761] GRAN CANARIA | 12д | 5188 км | 22818р | R444
16.05 20:55:15> 95: [467428] ЛОНДОН | 12д | 2489 км | 11032р | R444
16.05 20:55:15> 96: [471142] НЬЮ-ЙОРК | 12д | 7512 км | 23783р | R443
16.05 20:55:15> 97: [448881] ЙОХАННЕСБУРГ | 16д | 9161 км | 32517р | R441
16.05 20:55:15> 98: [458897] CAPE TOWN | 14д | 10142 км | 38132р | R441
16.05 20:55:15> 99: [449394] СТАМБУЛ | 158д | 1764 км | 6774р | R436
16.05 20:55:15> 100: [466747] КАЛЬЯРИ | 9д | 2788 км | 20483р | R435
16.05 20:55:15> 101: [454461] ГАННОВЕР | 3д | 1845 км | 10824р | R433
16.05 20:55:15> 102: [454915] NEWCASTLE | 12д | 2452 км | 19269р | R430
16.05 20:55:15> 103: [455435] NASSAU | 28д | 9147 км | 44552р | R427
16.05 20:55:15> 104: [459545] МОНПЕЛЬЕ | 9д | 2740 км | 22932р | R423
16.05 20:55:15> 105: [470670] ВЕНА | 9д | 1670 км | 6930р | R418
16.05 20:55:15> 106: [459620] НЮРНБЕРГ | 12д | 1910 км | 12668р | R414
16.05 20:55:15> 107: [450931] КРАКОВ | 5д | 1346 км | 14351р | R412
16.05 20:55:15> 108: [454617] BREMEN | 7д | 1876 км | 12444р | R410
16.05 20:55:15> 109: [466302] ТАЙБЭЙ | 9д | 7357 км | 32965р | R410
16.05 20:55:15> 110: [455706] BERGEN | 6д | 1946 км | 17263р | R404
16.05 20:55:15> 111: [448845] ОКЛЕНД | 10д | 16203 км | 48166р | R398
16.05 20:55:15> 112: [473421] ДУБАЙ | 9д | 3682 км | 16377р | R398
16.05 20:55:15> 113: [454947] PUNTA CANA | 15д | 9267 км | 38427р | R396
16.05 20:55:15> 114: [466970] КАТМАНДУ | 14д | 4894 км | 28756р | R395
16.05 20:55:15> 115: [448261] ГАМБУРГ | 3д | 1782 км | 10083р | R393
16.05 20:55:15> 116: [459586] ИРКУТСК | 8д | 4208 км | 22398р | R392
16.05 20:55:15> 117: [454398] ВАШИНГТОН | 7д | 7824 км | 31824р | R391
16.05 20:55:15> 118: [457263] ЕКАТЕРИНБУРГ | 3д | 1430 км | 4367р | R389
16.05 20:55:15> 119: [459280] АЛИКАНТЕ | 21д | 3410 км | 17419р | R383
16.05 20:55:15> 120: [466675] ЛЬВОВ | 8д | 1128 км | 9955р | R367
16.05 20:55:15> 121: [448723] ХУРГАДА | 7д | 3192 км | 22197р | R366
16.05 20:55:15> 122: [448889] ЧИКАГО | 24д | 8001 км | 32406р | R362
16.05 20:55:15> 123: [465880] СИЕМРЕАП | 10д | 7300 км | 35542р | R361
16.05 20:55:15> 124: [455189] CHRISTCHURCH | 14д | 16573 км | 62247р | R359
16.05 20:55:15> 125: [458997] HELSINKI | 4д | 894 км | 8073р | R357
16.05 20:55:15> 126: [459554] КВИНСТАУН | 14д | 16441 км | 65575р | R356
16.05 20:55:15> 127: [448297] МАЛАГА | 7д | 3779 км | 16224р | R355
16.05 20:55:15> 128: [448157] СИНГАПУР | 14д | 8431 км | 27749р | R353
16.05 20:55:15> 129: [455296] BUCHAREST | 15д | 1499 км | 11029р | R349
16.05 20:55:15> 130: [465922] СИДНЕЙ | 20д | 14500 км | 55623р | R347
16.05 20:55:15> 131: [455826] STUTTGART | 7д | 2067 км | 12290р | R346
16.05 20:55:15> 132: [446775] ПАРИЖ | 10д | 2487 км | 12401р | R342
16.05 20:55:15> 133: [466095] АЛЬГЕРО | 4д | 2714 км | 26056р | R340
16.05 20:55:15> 134: [458917] EDMONTON | 31д | 7580 км | 59220р | R336
16.05 20:55:15> 135: [459459] ТИРАНА | 15д | 2055 км | 16263р | R336
16.05 20:55:15> 136: [465902] ТЕЛЬ-АВИВ | 11д | 2650 км | 12563р | R335
16.05 20:55:15> 137: [448859] КАНКУН | 14д | 10014 км | 43073р | R327
16.05 20:55:15> 138: [448141] ДЖАКАРТА | 25д | 9314 км | 27178р | R321
16.05 20:55:15> 139: [465986] МИНСК | 8д | 675 км | 3553р | R319
16.05 20:55:15> 140: [466521] ОДЕССА | 17д | 1142 км | 10451р | R317
16.05 20:55:15> 141: [459397] ГЛАЗГО | 12д | 2576 км | 21382р | R316
16.05 20:55:15> 142: [447916] МЕЛЬБУРН | 14д | 14431 км | 53979р | R310
16.05 20:55:15> 143: [454621] THESSALONIKI | 8д | 2004 км | 9969р | R310
16.05 20:55:15> 144: [449214] РИО-ДЕ-ЖАНЕЙРО | 17д | 11542 км | 51577р | R309
16.05 20:55:15> 145: [448077] БАНГАЛОР | 7д | 5846 км | 28916р | R307
